TimeDelta,Length,Port,Protocol,Length,Info
0.000196,198,52706,HTTP,198,HTTP/1.1 204 No Content 
0.000792,115,80,TCP,115,52706  >  80 [ACK] Seq=630 Ack=167 Win=229 Len=0 TSval=14176 TSecr=4217287362
0.036871,127,36646,TCP,127,[TCP Dup ACK 1837#1] 443  >  36646 [ACK] Seq=87516 Ack=536033 Win=1045 Len=0 TSval=3424039880 TSecr=14172 SLE=537401 SRE=540450
0.000126,115,443,TCP,115,36646  >  443 [ACK] Seq=540450 Ack=87516 Win=1339 Len=0 TSval=14180 TSecr=3424039839
0.000218,127,36646,TCP,127,[TCP Dup ACK 1837#2] 443  >  36646 [ACK] Seq=87516 Ack=536033 Win=1045 Len=0 TSval=3424039880 TSecr=14172 SLE=537401 SRE=540450
0.004162,1483,443,TCP,1483,"[TCP Fast Retransmission] 36646  >  443 [PSH, ACK] Seq=536033 Ack=87516 Win=1339 Len=1368 TSval=14180 TSecr=3424039880 [TCP segment of a reassembled PDU]"
0.000184,1483,443,TCP,1483,"[TCP Fast Retransmission] 36646  >  443 [PSH, ACK] Seq=536033 Ack=87516 Win=1339 Len=1368 TSval=14180 TSecr=3424039880 [TCP segment of a reassembled PDU]"
0.000807,1483,443,TCP,1483,"[TCP Fast Retransmission] 36646  >  443 [PSH, ACK] Seq=536033 Ack=87516 Win=1339 Len=1368 TSval=14180 TSecr=3424039880 [TCP segment of a reassembled PDU]"
0.039453,115,36646,TCP,115,443  >  36646 [ACK] Seq=87516 Ack=540450 Win=1038 Len=0 TSval=3424039925 TSecr=14180
0.041791,157,36646,TLSv1.2,157,Application Data
0.000335,336,36646,TLSv1.2,336,Application Data
0.000147,147,36646,TLSv1.2,147,Application Data
0.000201,146,36646,TLSv1.2,146,Application Data
0.000146,154,36646,TLSv1.2,154,Application Data
0.000147,146,36646,TLSv1.2,146,Application Data
0.000268,115,443,TCP,115,36646  >  443 [ACK] Seq=540450 Ack=87558 Win=1339 Len=0 TSval=14188 TSecr=3424039966
0.000191,115,443,TCP,115,36646  >  443 [ACK] Seq=540450 Ack=87779 Win=1339 Len=0 TSval=14188 TSecr=3424039967
0.000191,115,443,TCP,115,36646  >  443 [ACK] Seq=540450 Ack=87811 Win=1339 Len=0 TSval=14188 TSecr=3424039967
0.000266,115,443,TCP,115,36646  >  443 [ACK] Seq=540450 Ack=87881 Win=1339 Len=0 TSval=14188 TSecr=3424039967
0.000276,115,443,TCP,115,36646  >  443 [ACK] Seq=540450 Ack=87912 Win=1339 Len=0 TSval=14188 TSecr=3424039967
0.003769,154,443,TCP,154,"36646  >  443 [PSH, ACK] Seq=540450 Ack=87912 Win=1339 Len=39 TSval=14189 TSecr=3424039967 [TCP segment of a reassembled PDU]"
0.041268,115,36646,TCP,115,443  >  36646 [ACK] Seq=87912 Ack=540489 Win=1050 Len=0 TSval=3424040014 TSecr=14189
0.419245,210,443,TLSv1.2,210,Application Data
0.008779,154,443,TLSv1.2,154,Application Data
0.000119,154,443,TCP,154,"[TCP Retransmission] 39564  >  443 [PSH, ACK] Seq=1041 Ack=590 Win=661 Len=39 TSval=14713 TSecr=1995334035"
0.000908,881,443,TLSv1.2,881,Application Data
0.01737,176,443,TLSv1.2,176,Application Data
0.003925,1483,443,TCP,1483,54336  >  443 [ACK] Seq=7715 Ack=2169 Win=661 Len=1368 TSval=14715 TSecr=3923966225 [TCP segment of a reassembled PDU]
0.000388,1483,443,TCP,1483,54336  >  443 [ACK] Seq=9083 Ack=2169 Win=661 Len=1368 TSval=14715 TSecr=3923966225 [TCP segment of a reassembled PDU]
0.000221,262,443,TLSv1.2,262,Application Data
0.000267,1483,443,TCP,1483,54336  >  443 [ACK] Seq=10598 Ack=2169 Win=661 Len=1368 TSval=14715 TSecr=3923966225 [TCP segment of a reassembled PDU]
0.000235,1279,443,TLSv1.2,1279,Application Data
0.029279,115,39564,TCP,115,443  >  39564 [ACK] Seq=590 Ack=1041 Win=260 Len=0 TSval=1995355561 TSecr=14712
0.004463,115,54336,TCP,115,443  >  54336 [ACK] Seq=2169 Ack=7715 Win=412 Len=0 TSval=3923974259 TSecr=14715
0.002704,115,54336,TCP,115,[TCP Dup ACK 1878#1] 443  >  54336 [ACK] Seq=2169 Ack=7715 Win=412 Len=0 TSval=3923974259 TSecr=14715
0.002897,115,39564,TCP,115,443  >  39564 [ACK] Seq=590 Ack=1080 Win=260 Len=0 TSval=1995355571 TSecr=14713
0.000195,115,39564,TCP,115,443  >  39564 [ACK] Seq=590 Ack=1846 Win=266 Len=0 TSval=1995355571 TSecr=14713
0.00016,154,39564,TLSv1.2,154,Application Data
0.039448,115,443,TCP,115,39564  >  443 [ACK] Seq=1846 Ack=629 Win=661 Len=0 TSval=14724 TSecr=1995355571
0.049525,181,39564,TLSv1.2,181,Application Data
0.000202,278,39564,TLSv1.2,278,Application Data
0.009881,154,443,TLSv1.2,154,"[TCP ACKed unseen segment] , Application Data"
0.065677,115,39564,TCP,115,[TCP Previous segment not captured] 443  >  39564 [ACK] Seq=928 Ack=1885 Win=266 Len=0 TSval=1995355736 TSecr=14729
0.074406,1483,443,TCP,1483,[TCP Retransmission] 54336  >  443 [ACK] Seq=7715 Ack=2169 Win=661 Len=1368 TSval=14744 TSecr=3923974259
0.034737,115,54336,TCP,115,443  >  54336 [ACK] Seq=2169 Ack=9083 Win=423 Len=0 TSval=3923974539 TSecr=14744
0.001133,1483,443,TCP,1483,[TCP Retransmission] 54336  >  443 [ACK] Seq=9083 Ack=2169 Win=661 Len=1368 TSval=14747 TSecr=3923974539
0.000313,262,443,TCP,262,"[TCP Retransmission] 54336  >  443 [PSH, ACK] Seq=10451 Ack=2169 Win=661 Len=147 TSval=14747 TSecr=3923974539"
0.234115,1483,443,TCP,1483,[TCP Retransmission] 54336  >  443 [ACK] Seq=9083 Ack=2169 Win=661 Len=1368 TSval=14771 TSecr=3923974539
0.000342,1483,443,TCP,1483,[TCP Retransmission] 54336  >  443 [ACK] Seq=9083 Ack=2169 Win=661 Len=1368 TSval=14771 TSecr=3923974539
0.039427,115,54336,TCP,115,443  >  54336 [ACK] Seq=2169 Ack=10451 Win=434 Len=0 TSval=3923974815 TSecr=14771
0.004313,115,54336,TCP,115,[TCP Dup ACK 1896#1] 443  >  54336 [ACK] Seq=2169 Ack=10451 Win=434 Len=0 TSval=3923974815 TSecr=14771
0.003466,115,54336,TCP,115,[TCP Dup ACK 1896#2] 443  >  54336 [ACK] Seq=2169 Ack=10451 Win=434 Len=0 TSval=3923974815 TSecr=14771
0.002915,115,54336,TCP,115,[TCP Dup ACK 1896#3] 443  >  54336 [ACK] Seq=2169 Ack=10451 Win=434 Len=0 TSval=3923974815 TSecr=14771
0.000289,262,443,TCP,262,"[TCP Fast Retransmission] 54336  >  443 [PSH, ACK] Seq=10451 Ack=2169 Win=661 Len=147 TSval=14776 TSecr=3923974815[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
0.000442,1483,443,TCP,1483,[TCP Retransmission] 54336  >  443 [ACK] Seq=10598 Ack=2169 Win=661 Len=1368 TSval=14776 TSecr=3923974815
0.031648,115,54336,TCP,115,443  >  54336 [ACK] Seq=2169 Ack=10598 Win=444 Len=0 TSval=3923974864 TSecr=14776
0.000196,115,54336,TCP,115,443  >  54336 [ACK] Seq=2169 Ack=11966 Win=455 Len=0 TSval=3923974865 TSecr=14776
0.000074,115,54336,TCP,115,[TCP Dup ACK 1906#1] 443  >  54336 [ACK] Seq=2169 Ack=11966 Win=455 Len=0 TSval=3923974865 TSecr=14776
0.000793,1279,443,TCP,1279,"[TCP Retransmission] 54336  >  443 [PSH, ACK] Seq=11966 Ack=2169 Win=661 Len=1164 TSval=14780 TSecr=3923974864"
0.038699,115,54336,TCP,115,443  >  54336 [ACK] Seq=2169 Ack=13130 Win=466 Len=0 TSval=3923974904 TSecr=14780
0.104005,180,54336,TLSv1.2,180,Application Data
0.000204,334,54336,TLSv1.2,334,Application Data
0.000287,115,443,TCP,115,54336  >  443 [ACK] Seq=13130 Ack=2453 Win=661 Len=0 TSval=14794 TSecr=3923975008
0.000136,115,443,TCP,115,[TCP Dup ACK 1912#1] 54336  >  443 [ACK] Seq=13130 Ack=2453 Win=661 Len=0 TSval=14794 TSecr=3923975008
0.000824,300,54336,TLSv1.2,300,Application Data
0.000194,154,54336,TLSv1.2,154,Application Data
0.014863,115,443,TCP,115,54336  >  443 [ACK] Seq=13130 Ack=2677 Win=661 Len=0 TSval=14796 TSecr=3923975010
0.006875,154,443,TLSv1.2,154,Application Data
0.037489,115,54336,TCP,115,443  >  54336 [ACK] Seq=2677 Ack=13169 Win=466 Len=0 TSval=3923975069 TSecr=14796
0.000706,115,54336,TCP,115,[TCP Dup ACK 1918#1] 443  >  54336 [ACK] Seq=2677 Ack=13169 Win=466 Len=0 TSval=3923975069 TSecr=14796
0.000759,115,54336,TCP,115,[TCP Dup ACK 1918#2] 443  >  54336 [ACK] Seq=2677 Ack=13169 Win=466 Len=0 TSval=3923975069 TSecr=14796
0.000166,115,54336,TCP,115,[TCP Dup ACK 1918#3] 443  >  54336 [ACK] Seq=2677 Ack=13169 Win=466 Len=0 TSval=3923975069 TSecr=14796
1.20702,176,443,TLSv1.2,176,Application Data
0.000319,711,443,TLSv1.2,711,Application Data
0.03483,115,54336,TCP,115,443  >  54336 [ACK] Seq=2677 Ack=13230 Win=466 Len=0 TSval=3923979004 TSecr=15190
0.000192,115,54336,TCP,115,443  >  54336 [ACK] Seq=2677 Ack=13826 Win=476 Len=0 TSval=3923979004 TSecr=15190
0.092491,180,54336,TLSv1.2,180,Application Data
0.000193,432,54336,TLSv1.2,432,Application Data
0.001617,338,54336,TLSv1.2,338,Application Data
0.000195,154,54336,TLSv1.2,154,Application Data
0.002101,115,443,TCP,115,54336  >  443 [ACK] Seq=13826 Ack=3321 Win=661 Len=0 TSval=15203 TSecr=3923979097
0.000121,115,443,TCP,115,[TCP Dup ACK 1942#1] 54336  >  443 [ACK] Seq=13826 Ack=3321 Win=661 Len=0 TSval=15203 TSecr=3923979097
0.000684,115,443,TCP,115,[TCP Dup ACK 1942#2] 54336  >  443 [ACK] Seq=13826 Ack=3321 Win=661 Len=0 TSval=15203 TSecr=3923979097
0.000189,154,443,TLSv1.2,154,Application Data
0.037577,115,54336,TCP,115,443  >  54336 [ACK] Seq=3321 Ack=13865 Win=476 Len=0 TSval=3923979140 TSecr=15203
4.48633,115,5228,TCP,115,[TCP ACKed unseen segment] [TCP Previous segment not captured] 57067  >  5228 [ACK] Seq=27 Ack=27 Win=406 Len=0 TSval=15656 TSecr=1075880168
0.066949,115,57067,TCP,115,[TCP ACKed unseen segment] [TCP Previous segment not captured] 5228  >  57067 [ACK] Seq=27 Ack=28 Win=259 Len=0 TSval=1075925298 TSecr=11149
11.291836,115,5228,TCP,115,[TCP Dup ACK 703#1] 57068  >  5228 [ACK] Seq=1 Ack=1 Win=450 Len=0 TSval=17232 TSecr=2832051414
0.065361,115,57068,TCP,115,[TCP Dup ACK 704#2] 5228  >  57068 [ACK] Seq=1 Ack=2 Win=259 Len=0 TSval=2832096532 TSecr=4294939416
1.417696,115,80,TCP,115,[TCP Keep-Alive] 51749  >  80 [ACK] Seq=1257 Ack=333 Win=229 Len=0 TSval=18584 TSecr=2065034039
0.03671,115,51749,TCP,115,[TCP Keep-Alive ACK] [TCP ACKed unseen segment] 80  >  51749 [ACK] Seq=333 Ack=1258 Win=298 Len=0 TSval=2065079115 TSecr=14080
0.922722,115,80,TCP,115,[TCP Keep-Alive] 52706  >  80 [ACK] Seq=629 Ack=167 Win=229 Len=0 TSval=18680 TSecr=4217287362
0.039088,115,52706,TCP,115,[TCP Keep-Alive ACK] 80  >  52706 [ACK] Seq=167 Ack=630 Win=265 Len=0 TSval=4217332439 TSecr=14176
0.120221,115,443,TCP,115,[TCP Keep-Alive] 36646  >  443 [ACK] Seq=540488 Ack=87912 Win=1339 Len=0 TSval=18696 TSecr=3424040014
0.037614,115,36646,TCP,115,[TCP Keep-Alive ACK] 443  >  36646 [ACK] Seq=87912 Ack=540489 Win=1050 Len=0 TSval=3424085077 TSecr=14189
1.310774,115,443,TCP,115,[TCP Keep-Alive] [TCP ACKed unseen segment] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=19240 TSecr=1995355736
0.063896,115,39564,TCP,115,[TCP Keep-Alive ACK] 443  >  39564 [ACK] Seq=928 Ack=1885 Win=266 Len=0 TSval=1995400833 TSecr=14729
2.924226,429,80,HTTP,429,HEAD /generate_204 HTTP/1.1 
0.03673,198,51749,HTTP,198,HTTP/1.1 204 No Content 
0.000641,115,80,TCP,115,51749  >  80 [ACK] Seq=1572 Ack=416 Win=229 Len=0 TSval=19542 TSecr=2065088662
1.694016,115,443,TCP,115,[TCP Keep-Alive] 54336  >  443 [ACK] Seq=13864 Ack=3321 Win=661 Len=0 TSval=19712 TSecr=3923979140
0.03929,115,54336,TCP,115,[TCP Keep-Alive ACK] 443  >  54336 [ACK] Seq=3321 Ack=13865 Win=476 Len=0 TSval=3924024221 TSecr=15203
3.655622,429,80,HTTP,429,HEAD /generate_204 HTTP/1.1 
0.042182,198,51749,HTTP,198,HTTP/1.1 204 No Content 
0.004325,115,80,TCP,115,51749  >  80 [ACK] Seq=1886 Ack=499 Win=229 Len=0 TSval=20085 TSecr=2065094092
0.000795,115,80,TCP,115,[TCP Dup ACK 2001#1] 51749  >  80 [ACK] Seq=1886 Ack=499 Win=229 Len=0 TSval=20085 TSecr=2065094092
0.000074,115,5228,TCP,115,"57067  >  5228 [FIN, CWR, Reserved] Seq=1085949677 Win=62637, bogus TCP header length (8, must be at least 20)"
0.064614,115,57067,TCP,115,[TCP Dup ACK 1948#1] [TCP ACKed unseen segment] 5228  >  57067 [ACK] Seq=27 Ack=28 Win=259 Len=0 TSval=1075970366 TSecr=11149
0.14259,429,80,HTTP,429,Continuation
0.039204,198,52706,HTTP,198,HTTP/1.1 204 No Content 
0.000675,115,80,TCP,115,52706  >  80 [ACK] Seq=944 Ack=250 Win=229 Len=0 TSval=20187 TSecr=4217347470
0.68269,115,57068,TCP,115,[TCP Dup ACK 704#3] 5228  >  57068 [ACK] Seq=1 Ack=2 Win=259 Len=0 TSval=2832141648 TSecr=4294939416
0.000379,115,57068,TCP,115,[TCP Dup ACK 704#4] 5228  >  57068 [ACK] Seq=1 Ack=2 Win=259 Len=0 TSval=2832141648 TSecr=4294939416
0.217806,141,5228,TCP,141,"[TCP ACKed unseen segment] [TCP Retransmission] 57067  >  5228 [PSH, ACK] Seq=28 Ack=27 Win=406 Len=26 TSval=23154 TSecr=1075970366"
0.060472,141,57067,TLSv1.2,141,Application Data
0.000823,115,5228,TCP,115,57067  >  5228 [ACK] Seq=54 Ack=53 Win=406 Len=0 TSval=23160 TSecr=1076000276
0.397905,115,443,TCP,115,[TCP Keep-Alive] 36646  >  443 [ACK] Seq=540488 Ack=87912 Win=1339 Len=0 TSval=23200 TSecr=3424085077
0.033152,115,36646,TCP,115,[TCP Keep-Alive ACK] 443  >  36646 [ACK] Seq=87912 Ack=540489 Win=1050 Len=0 TSval=3424130110 TSecr=14189
4.292978,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=23746 TSecr=1995400833
0.059184,115,39564,TCP,115,[TCP Keep-Alive ACK] 443  >  39564 [ACK] Seq=928 Ack=1885 Win=266 Len=0 TSval=1995445887 TSecr=14729
1.515969,115,443,TCP,115,[TCP Keep-Alive] 54336  >  443 [ACK] Seq=13864 Ack=3321 Win=661 Len=0 TSval=24224 TSecr=3924024221
0.039575,115,54336,TCP,115,[TCP Keep-Alive ACK] 443  >  54336 [ACK] Seq=3321 Ack=13865 Win=476 Len=0 TSval=3924069338 TSecr=15203
1.44718,115,80,TCP,115,[TCP Keep-Alive] 51749  >  80 [ACK] Seq=1885 Ack=499 Win=229 Len=0 TSval=24588 TSecr=2065094092
0.038693,115,51749,TCP,115,[TCP Keep-Alive ACK] 80  >  51749 [ACK] Seq=499 Ack=1886 Win=307 Len=0 TSval=2065139154 TSecr=20085
1.002462,115,52706,TCP,115,[TCP Dup ACK 2007#1] 80  >  52706 [ACK] Seq=250 Ack=944 Win=269 Len=0 TSval=4217392518 TSecr=20187
4.259864,429,80,HTTP,429,HEAD /generate_204 HTTP/1.1 
0.000164,429,80,TCP,429,"[TCP Retransmission] 51749  >  80 [PSH, ACK] Seq=1886 Ack=499 Win=229 Len=314 TSval=25547 TSecr=2065139154"
0.000074,429,80,TCP,429,"[TCP Retransmission] 51749  >  80 [PSH, ACK] Seq=1886 Ack=499 Win=229 Len=314 TSval=25547 TSecr=2065139154"
0.000135,429,80,TCP,429,"[TCP Retransmission] 51749  >  80 [PSH, ACK] Seq=1886 Ack=499 Win=229 Len=314 TSval=25547 TSecr=2065139154"
0.000075,429,80,TCP,429,"[TCP Retransmission] 51749  >  80 [PSH, ACK] Seq=1886 Ack=499 Win=229 Len=314 TSval=25547 TSecr=2065139154"
0.040694,198,51749,HTTP,198,HTTP/1.1 204 No Content 
0.000496,115,80,TCP,115,51749  >  80 [ACK] Seq=2200 Ack=582 Win=229 Len=0 TSval=25551 TSecr=2065148750
2.720457,429,80,HTTP,429,HEAD /generate_204 HTTP/1.1 
0.000337,429,80,TCP,429,"[TCP Retransmission] 51749  >  80 [PSH, ACK] Seq=2200 Ack=582 Win=229 Len=314 TSval=26087 TSecr=2065148750"
0.000776,429,80,TCP,429,"[TCP Retransmission] 51749  >  80 [PSH, ACK] Seq=2200 Ack=582 Win=229 Len=314 TSval=26087 TSecr=2065148750"
0.039129,198,51749,HTTP,198,HTTP/1.1 204 No Content 
0.001931,115,80,TCP,115,51749  >  80 [ACK] Seq=2514 Ack=665 Win=229 Len=0 TSval=26091 TSecr=2065154150
0.000085,115,80,TCP,115,[TCP Dup ACK 2113#1] 51749  >  80 [ACK] Seq=2514 Ack=665 Win=229 Len=0 TSval=26091 TSecr=2065154150
0.000217,198,51749,TCP,198,"[TCP Spurious Retransmission] 80  >  51749 [PSH, ACK] Seq=582 Ack=2514 Win=315 Len=83 TSval=2065154150 TSecr=26087"
1.035337,429,80,HTTP,429,HEAD /generate_204 HTTP/1.1 
0.000386,429,80,TCP,429,"[TCP Retransmission] 52706  >  80 [PSH, ACK] Seq=944 Ack=250 Win=229 Len=314 TSval=26195 TSecr=4217392518"
0.000757,429,80,TCP,429,"[TCP Retransmission] 52706  >  80 [PSH, ACK] Seq=944 Ack=250 Win=229 Len=314 TSval=26195 TSecr=4217392518"
0.000755,429,80,TCP,429,"[TCP Retransmission] 52706  >  80 [PSH, ACK] Seq=944 Ack=250 Win=229 Len=314 TSval=26195 TSecr=4217392518"
0.000775,429,80,TCP,429,"[TCP Retransmission] 52706  >  80 [PSH, ACK] Seq=944 Ack=250 Win=229 Len=314 TSval=26195 TSecr=4217392518"
0.036758,198,52706,HTTP,198,HTTP/1.1 204 No Content 
0.000865,115,80,TCP,115,52706  >  80 [ACK] Seq=1258 Ack=333 Win=229 Len=0 TSval=26199 TSecr=4217407588
0.000121,115,80,TCP,115,[TCP Dup ACK 2122#1] 52706  >  80 [ACK] Seq=1258 Ack=333 Win=229 Len=0 TSval=26199 TSecr=4217407588
0.000353,115,80,TCP,115,[TCP Dup ACK 2122#2] 52706  >  80 [ACK] Seq=1258 Ack=333 Win=229 Len=0 TSval=26199 TSecr=4217407588
0.001798,115,80,TCP,115,[TCP Dup ACK 2122#3] 52706  >  80 [ACK] Seq=1258 Ack=333 Win=229 Len=0 TSval=26199 TSecr=4217407588
0.568938,115,5228,TCP,115,[TCP Dup ACK 703#1] 57068  >  5228 [ACK] Seq=1 Ack=1 Win=450 Len=0 TSval=26256 TSecr=2832141648
0.060754,115,57068,TCP,115,[TCP Dup ACK 704#5] 5228  >  57068 [ACK] Seq=1 Ack=2 Win=259 Len=0 TSval=2832186769 TSecr=4294939416
0.000132,115,57068,TCP,115,[TCP Dup ACK 704#6] 5228  >  57068 [ACK] Seq=1 Ack=2 Win=259 Len=0 TSval=2832186769 TSecr=4294939416
0.001988,115,57068,TCP,115,[TCP Dup ACK 704#7] 5228  >  57068 [ACK] Seq=1 Ack=2 Win=259 Len=0 TSval=2832186769 TSecr=4294939416
0.001755,115,5228,TCP,115,57067  >  5228 [ACK] Seq=53 Ack=53 Win=406 Len=0 TSval=27664 TSecr=1076000276
0.001531,115,5228,TCP,115,57067  >  5228 [ACK] Seq=53 Ack=53 Win=406 Len=0 TSval=27664 TSecr=1076000276
0.011814,115,5228,TCP,115,57067  >  5228 [ACK] Seq=53 Ack=53 Win=406 Len=0 TSval=27664 TSecr=1076000276
0.065059,115,57067,TCP,115,[TCP Dup ACK 2051#1] 5228  >  57067 [ACK] Seq=53 Ack=54 Win=259 Len=0 TSval=1076045389 TSecr=23160
0.399075,115,443,TCP,115,[TCP Keep-Alive] 36646  >  443 [ACK] Seq=540488 Ack=87912 Win=1339 Len=0 TSval=27712 TSecr=3424130110
0.034704,115,36646,TCP,115,[TCP Keep-Alive ACK] 443  >  36646 [ACK] Seq=87912 Ack=540489 Win=1050 Len=0 TSval=3424175230 TSecr=14189
0.592001,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=28256 TSecr=1995445887
0.000127,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=28256 TSecr=1995445887
0.000074,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=28256 TSecr=1995445887
0.000138,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=28256 TSecr=1995445887
0.002523,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=28256 TSecr=1995445887
0.000175,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=28256 TSecr=1995445887
0.005967,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=28256 TSecr=1995445887
0.067131,115,39564,TCP,115,[TCP Keep-Alive ACK] 443  >  39564 [ACK] Seq=928 Ack=1885 Win=266 Len=0 TSval=1995491001 TSecr=14729
0.309285,115,443,TCP,115,[TCP Keep-Alive] 54336  >  443 [ACK] Seq=13864 Ack=3321 Win=661 Len=0 TSval=28736 TSecr=3924069338
0.035645,115,54336,TCP,115,[TCP Keep-Alive ACK] 443  >  54336 [ACK] Seq=3321 Ack=13865 Win=476 Len=0 TSval=3924114456 TSecr=15203
1.476409,115,80,TCP,115,[TCP Keep-Alive] 51749  >  80 [ACK] Seq=2513 Ack=665 Win=229 Len=0 TSval=30592 TSecr=2065154150
0.042546,115,51749,TCP,115,[TCP Keep-Alive ACK] 80  >  51749 [ACK] Seq=665 Ack=2514 Win=315 Len=0 TSval=2065199196 TSecr=26091
0.401825,429,80,HTTP,429,HEAD /generate_204 HTTP/1.1 
0.036515,198,51749,HTTP,198,HTTP/1.1 204 No Content 
0.000626,115,80,TCP,115,51749  >  80 [ACK] Seq=2828 Ack=748 Win=229 Len=0 TSval=31556 TSecr=2065208802
0.761619,429,80,HTTP,429,HEAD /generate_204 HTTP/1.1 
0.036673,198,51749,HTTP,198,HTTP/1.1 204 No Content 
0.000509,115,80,TCP,115,51749  >  80 [ACK] Seq=3142 Ack=831 Win=229 Len=0 TSval=32097 TSecr=2065214212
0.822323,429,80,HTTP,429,HEAD /generate_204 HTTP/1.1 
0.000114,429,80,TCP,429,"[TCP Retransmission] 52706  >  80 [PSH, ACK] Seq=1258 Ack=333 Win=229 Len=314 TSval=32201 TSecr=4217452675"
0.000259,429,80,TCP,429,"[TCP Retransmission] 52706  >  80 [PSH, ACK] Seq=1258 Ack=333 Win=229 Len=314 TSval=32201 TSecr=4217452675"
0.00017,429,80,TCP,429,"[TCP Retransmission] 52706  >  80 [PSH, ACK] Seq=1258 Ack=333 Win=229 Len=314 TSval=32201 TSecr=4217452675"
0.001462,429,80,TCP,429,"[TCP Retransmission] 52706  >  80 [PSH, ACK] Seq=1258 Ack=333 Win=229 Len=314 TSval=32201 TSecr=4217452675"
0.045779,198,52706,HTTP,198,HTTP/1.1 204 No Content 
0.000496,115,80,TCP,115,52706  >  80 [ACK] Seq=1572 Ack=416 Win=229 Len=0 TSval=32206 TSecr=4217467651
0.040284,115,443,TCP,115,[TCP Keep-Alive] 36646  >  443 [ACK] Seq=540488 Ack=87912 Win=1339 Len=0 TSval=32224 TSecr=3424175230
0.001178,115,36646,TCP,115,[TCP Keep-Alive ACK] 443  >  36646 [ACK] Seq=87912 Ack=540489 Win=1050 Len=0 TSval=3424220353 TSecr=14189
0.397631,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=32768 TSecr=1995491001
0.000117,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=32768 TSecr=1995491001
0.00025,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=32768 TSecr=1995491001
0.000371,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=32768 TSecr=1995491001
0.000381,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=32768 TSecr=1995491001
0.002732,115,443,TCP,115,[TCP Keep-Alive] 39564  >  443 [ACK] Seq=1884 Ack=928 Win=661 Len=0 TSval=32768 TSecr=1995491001
0.058953,115,39564,TCP,115,[TCP Keep-Alive ACK] 443  >  39564 [ACK] Seq=928 Ack=1885 Win=266 Len=0 TSval=1995536109 TSecr=14729
1.723857,115,443,TCP,115,[TCP Keep-Alive] 54336  >  443 [ACK] Seq=13864 Ack=3321 Win=661 Len=0 TSval=33248 TSecr=3924114456
0.033404,115,54336,TCP,115,[TCP Keep-Alive ACK] 443  >  54336 [ACK] Seq=3321 Ack=13865 Win=476 Len=0 TSval=3924159574 TSecr=15203
5.144314,141,5228,TCP,141,"[TCP Retransmission] 57067  >  5228 [PSH, ACK] Seq=54 Ack=53 Win=406 Len=26 TSval=35163 TSecr=1076090497"
0.058304,141,57067,TLSv1.2,141,Application Data
0.00018,141,57067,TCP,141,"[TCP Retransmission] 5228  >  57067 [PSH, ACK] Seq=53 Ack=80 Win=259 Len=26 TSval=1076120362 TSecr=35163"
0.001395,115,5228,TCP,115,57067  >  5228 [ACK] Seq=80 Ack=79 Win=406 Len=0 TSval=35169 TSecr=1076120362
1.11003,115,5228,TCP,115,[TCP Dup ACK 703#1] 57068  >  5228 [ACK] Seq=1 Ack=1 Win=450 Len=0 TSval=35280 TSecr=2832231888
0.059351,115,57068,TCP,115,[TCP Dup ACK 704#8] 5228  >  57068 [ACK] Seq=1 Ack=2 Win=259 Len=0 TSval=2832277004 TSecr=4294939416
0.84488,115,80,TCP,115,[TCP Keep-Alive] 51749  >  80 [ACK] Seq=3141 Ack=831 Win=229 Len=0 TSval=36600 TSecr=2065214212
0.036852,115,51749,TCP,115,[TCP Keep-Alive ACK] 80  >  51749 [ACK] Seq=831 Ack=3142 Win=324 Len=0 TSval=2065259269 TSecr=32097
1.045824,115,80,TCP,115,[TCP Keep-Alive] 52706  >  80 [ACK] Seq=1571 Ack=416 Win=229 Len=0 TSval=36708 TSecr=4217467651
